Institute,Academic Program Name,Quota,Seat Type,Gender,Opening Rank,Closing Rank,Round
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3512,4265,1
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,785,1031,1
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1447,1447,1
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,509,542,1
Indian Institute of Technology Jammu,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1217,1217,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6748,8676,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12680,15233,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1356,1498,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2607,2607,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2853,3763,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5724,6351,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1259,1927,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2703,2703,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,993,1014,1
Indian Institute of Technology Jammu,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1238,1238,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,13437,13945,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),22202,22479,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2044,2060,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3922,3922,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4946,5056,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),9188,9200,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2621,2685,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3929,3929,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1355,1365,1
Indian Institute of Technology Jammu,"Materials Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),258P,258P,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9149,11876,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),17987,18318,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1683,1872,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3402,3402,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4165,4560,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8173,8270,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1626,2237,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3425,3425,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1068,1112,1
Indian Institute of Technology Jammu,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1515,1515,1
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9083,13491,1
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),18044,18044,1
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1955,1955,1
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4830,4882,1
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8678,8678,1
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2390,2558,1
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3195,3195,1
Indian Institute of Technology Dharwad,"Chemical and Biochemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1145,1145,1
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,12331,13456,1
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),21528,21528,1
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1903,1903,1
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4339,4651,1
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8015,8015,1
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2396,2455,1
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3070,3070,1
Indian Institute of Technology Dharwad,"Civil and Infrastructure Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,963,963,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3756,4532,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5914,7611,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,180,180,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,562,658,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1157,1157,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1378,1779,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3064,3496,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,35P,35P,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,690,1100,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1311,1538,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,261,471,1
Indian Institute of Technology Dharwad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),434,434,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7476,9279,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),12089,13118,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1273,1329,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2284,2284,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2524,3552,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5844,5954,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1249,1972,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1592,1905,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,776,943,1
Indian Institute of Technology Dharwad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1120,1120,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9848,11207,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),17402,17402,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1865,1865,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4330,4647,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),8840,8840,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2337,2494,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3556,3556,1
Indian Institute of Technology Dharwad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1253,1253,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Gender-Neutral,13582,14703,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OPEN,Female-only (including Supernumerary),22795,23276,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Gender-Neutral,2082,2160,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,EWS,Female-only (including Supernumerary),3890,3890,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Gender-Neutral,4475,5198,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,OBC-NCL,Female-only (including Supernumerary),9198,9198,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Gender-Neutral,2618,2894,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,SC,Female-only (including Supernumerary),3954,4016,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Gender-Neutral,1290,1422,1
Indian Institute of Technology Dharwad,"Interdisciplinary Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))",AI,ST,Female-only (including Supernumerary),256P,256P,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,4666,6313,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9728,10810,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,791,917,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1892,1892,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2336,2597,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4708,4951,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1329,1558,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2185,2185,1
Indian Institute of Technology Dharwad,"Mathematics and Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,676,721,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7428,11304,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),16969,19300,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1657,1897,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3272,3272,1
Indian Institute of Technology Dharwad,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3133,4142,1
